source,group,function,value,full_id,criterion_path,n_samples,mean_ns,ci_lo_ns,ci_hi_ns
laptop,encval_compare,prove/handrolled,,encval_compare/prove/handrolled,encval_compare/prove_handrolled,50,184623.21165871917,181379.28344545,187715.8313848776
laptop,encval_compare,prove/lib,,encval_compare/prove/lib,encval_compare/prove_lib,50,243320.99963138814,239567.11564183823,247913.715798347
laptop,encval_compare,verify/handrolled,,encval_compare/verify/handrolled,encval_compare/verify_handrolled,50,282656.80666089285,276215.6280960707,289015.0591762059
laptop,encval_compare,verify/lib,,encval_compare/verify/lib,encval_compare/verify_lib,50,196371.81654667066,194059.32771971473,199009.49226190004
laptop,rep_compare,prove/handrolled,1,rep_compare/prove/handrolled/1,rep_compare/prove_handrolled/1,50,63206.74489631507,61912.33713591202,64543.76222857251
laptop,rep_compare,prove/handrolled,2,rep_compare/prove/handrolled/2,rep_compare/prove_handrolled/2,50,80402.46227480634,78776.83468283195,82298.20557900971
laptop,rep_compare,prove/handrolled,4,rep_compare/prove/handrolled/4,rep_compare/prove_handrolled/4,50,116754.4130450912,114758.78378061936,119251.74855366923
laptop,rep_compare,prove/lib,1,rep_compare/prove/lib/1,rep_compare/prove_lib/1,50,104850.8507280022,103757.39486792524,106037.15537317029
laptop,rep_compare,prove/lib,2,rep_compare/prove/lib/2,rep_compare/prove_lib/2,50,144786.4971455692,142512.86629913683,147739.42840711493
laptop,rep_compare,prove/lib,4,rep_compare/prove/lib/4,rep_compare/prove_lib/4,50,214397.9335291732,211399.85955338812,217757.2427519429
laptop,rep_compare,verify/handrolled,1,rep_compare/verify/handrolled/1,rep_compare/verify_handrolled/1,50,104415.43644489383,102898.36885188767,106216.02752054764
laptop,rep_compare,verify/handrolled,2,rep_compare/verify/handrolled/2,rep_compare/verify_handrolled/2,50,123440.20448865308,121021.33304396171,125957.67628840654
laptop,rep_compare,verify/handrolled,4,rep_compare/verify/handrolled/4,rep_compare/verify_handrolled/4,50,162080.81570817053,157128.12708107976,168421.05076023945
laptop,rep_compare,verify/lib,1,rep_compare/verify/lib/1,rep_compare/verify_lib/1,50,87492.69263207848,85667.56099845917,89809.01047213605
laptop,rep_compare,verify/lib,2,rep_compare/verify/lib/2,rep_compare/verify_lib/2,50,111646.28808663468,109278.7504990941,114833.06912818382
laptop,rep_compare,verify/lib,4,rep_compare/verify/lib/4,rep_compare/verify_lib/4,50,155799.74284486726,153843.20051732974,158053.78131442238
laptop,serval_compare,prove/handrolled,,serval_compare/prove/handrolled,serval_compare/prove_handrolled,50,295183.01352229156,285965.4638463133,305200.268313995
laptop,serval_compare,prove/lib,,serval_compare/prove/lib,serval_compare/prove_lib,50,363435.8196760876,358065.60859480913,370170.33098308067
laptop,serval_compare,verify/handrolled,,serval_compare/verify/handrolled,serval_compare/verify_handrolled,50,383999.1173821879,376180.87950537005,392575.4441936802
laptop,serval_compare,verify/lib,,serval_compare/verify/lib,serval_compare/verify_lib,50,300191.9244367035,294671.89927956264,306662.5903790879
laptop,set_compare,prove/handrolled,N=1024,set_compare/prove/handrolled/N=1024,set_compare/prove_handrolled/N=1024,10,64874961.0491402,62988360.149735436,66863682.315410055
laptop,set_compare,prove/handrolled,N=256,set_compare/prove/handrolled/N=256,set_compare/prove_handrolled/N=256,10,18972352.265800264,18307877.582962967,19558118.606064156
laptop,set_compare,prove/lib,N=1024,set_compare/prove/lib/N=1024,set_compare/prove_lib/N=1024,10,596069489.15,592026149.1,600951877.94625
laptop,set_compare,prove/lib,N=256,set_compare/prove/lib/N=256,set_compare/prove_lib/N=256,10,123537767.97827382,122526978.9677976,124558490.0241771
laptop,set_compare,verify/handrolled,N=1024,set_compare/verify/handrolled/N=1024,set_compare/verify_handrolled/N=1024,10,14088372.639200244,13721893.216081196,14474087.87401099
laptop,set_compare,verify/handrolled,N=256,set_compare/verify/handrolled/N=256,set_compare/verify_handrolled/N=256,10,4016661.7303271606,3888878.6774072526,4155550.7922413577
laptop,set_compare,verify/lib,N=1024,set_compare/verify/lib/N=1024,set_compare/verify_lib/N=1024,10,72218673.7933598,71480467.00785716,73042727.13904893
laptop,set_compare,verify/lib,N=256,set_compare/verify/lib/N=256,set_compare/verify_lib/N=256,10,20360965.022452377,19989854.30833333,20964350.98478571
